time,binanceAAVEBTCbidMax,binanceAAVEBTCsellMin,nicehashAAVEBTCbidMax,nicehashAAVEBTCsellMin,okxAAVEBTCAAVE-BTCbidMax,okxAAVEBTCAAVE-BTCsellMin,bitstampAAVEBTCbidMax,bitstampAAVEBTCsellMin,cryptoAAVEBTCbidMax,cryptoAAVEBTCsellMin,
14 March 2023 06:09:44,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00300001,0.00328403,0.0031088,0.0031142,
14 March 2023 06:09:45,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00300001,0.00328403,0.0031088,0.0031142,
14 March 2023 06:09:47,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00308794,0.00328403,0.0031088,0.0031142,
14 March 2023 06:09:47,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309178,0.00328403,0.0031088,0.0031142,
14 March 2023 06:09:47,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309178,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:47,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309179,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:48,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309524,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:51,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309525,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:51,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00309809,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:53,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.0030981,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:53,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:53,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:55,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:56,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:57,0.003114,0.003107,0.00310877,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:57,0.003114,0.003107,0.00310877,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:57,0.003114,0.003107,0.00310877,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:57,0.003114,0.003107,0.00310877,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:58,0.003114,0.003107,0.00310877,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:58,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:58,0.003115,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:09:59,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:00,0.003115,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:00,0.003115,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:01,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:01,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:01,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:02,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:03,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:03,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:03,0.003115,0.003107,0.00311075,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:05,0.003115,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:06,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:06,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:07,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:07,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:09,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:09,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:10,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:10,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:12,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:16,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:16,0.003114,0.003107,0.00311075,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:16,0.003114,0.003107,0.00310475,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:16,0.003114,0.003107,0.0031088,0.00311124,0.003112,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:26,0.003114,0.003107,0.0031088,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:26,0.003114,0.003107,0.0031088,0.00311124,0.003113,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:29,0.003114,0.003107,0.0031088,0.00311124,0.003111,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:29,0.003114,0.003107,0.0031088,0.00311124,0.00311,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:30,0.003114,0.003107,0.0031088,0.00311124,0.003111,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:30,0.003114,0.003107,0.0031088,0.00311124,0.003111,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:30,0.003114,0.003107,0.0031088,0.00311124,0.003111,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
14 March 2023 06:10:35,0.003114,0.003107,0.0031088,0.00311124,0.003111,0.00311,0.00310028,0.00327956,0.0031088,0.0031142,
