time,binanceLTCBTCbidMax,binanceLTCBTCsellMin,nicehashLTCBTCbidMax,nicehashLTCBTCsellMin,okxLTCBTCLTC-BTCbidMax,okxLTCBTCLTC-BTCsellMin,bitstampLTCBTCbidMax,bitstampLTCBTCsellMin,cryptoLTCBTCbidMax,cryptoLTCBTCsellMin,
638143198924550321,0,0,0,0,0,0,0,0,0,0.0036661,
638143198924550664,0,0,0,0,0,0,0,0,0,0.0036661,
638143198924551116,0,0,0,0,0,0,0,0,0,0.0036661,
638143198924551445,0,0,0,0,0,0,0,0,0,0.0036661,
638143198924551881,0,0,0,0,0,0,0,0,0,0.0036044,
638143198924552220,0,0,0,0,0,0,0,0,0,0.0036044,
638143198924552559,0,0,0,0,0,0,0,0,0,0.0036044,
638143198924553127,0,0,0,0,0,0,0,0,0,0.0036044,
638143198924553623,0,0,0,0,0,0,0,0,0,0.0035426,
638143198924553991,0,0,0,0,0,0,0,0,0,0.0035117,
638143198924554359,0,0,0,0,0,0,0,0,0,0.0035117,
638143198924554757,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924555044,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924555326,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924555595,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924555858,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924556185,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924556496,0,0,0,0,0,0,0,0,0,0.0034545,
638143198924556914,0,0,0,0,0,0,0,0,0,0.0034496,
638143198924557276,0,0,0,0,0,0,0,0,0,0.0034447,
638143198924557633,0,0,0,0,0,0,0,0,0,0.0034447,
638143198924558001,0,0,0,0,0,0,0,0,0,0.0034447,
638143198924558338,0,0,0,0,0,0,0,0,0,0.0034398,
638143198924558732,0,0,0,0,0,0,0,0,0,0.0034202,
638143198924559156,0,0,0,0,0,0,0,0,0,0.0034104,
638143198924559615,0,0,0,0,0,0,0,0,0,0.0034104,
638143198924559933,0,0,0,0,0,0,0,0,0,0.0034104,
638143198924560240,0,0,0,0,0,0,0,0,0,0.0034055,
638143198924560576,0,0,0,0,0,0,0,0,0,0.0034055,
638143198924560918,0,0,0,0,0,0,0,0,0,0.0034048,
638143198924561277,0,0,0,0,0,0,0,0,0,0.0034006,
638143198924561585,0,0,0,0,0,0,0,0,0,0.0034006,
638143198924561893,0,0,0,0,0,0,0,0,0,0.0034006,
638143198924562218,0,0,0,0,0,0,0,0,0,0.0034006,
638143198924563076,0,0,0,0,0,0,0,0,0,0.0033896,
638143198924563572,0,0,0,0,0,0,0,0,0,0.0033896,
638143198924564782,0,0,0,0,0,0,0,0,0,0.0033896,
638143198924565463,0,0,0,0,0,0,0,0,0.0024395,0.0033826,
638143198924566119,0,0,0,0,0,0,0,0,0.0026486,0.0033826,
638143198924566502,0,0,0,0,0,0,0,0,0.0027,0.0033826,
638143198924566952,0,0,0,0,0,0,0,0,0.0027,0.0033826,
638143198924567295,0,0,0,0,0,0,0,0,0.0027,0.0033826,
638143198924567956,0,0,0,0,0,0,0,0,0.0027,0.0033826,
638143198924568348,0,0,0,0,0,0,0,0,0.0027,0.0033826,
638143198924568696,0,0,0,0,0,0,0,0,0.0033026,0.0033826,
638143198924569072,0,0,0,0,0,0,0,0,0.0033026,0.0033826,
638143198924569367,0,0,0,0,0,0,0,0,0.0033075,0.0033826,
638143198924569750,0,0,0,0,0,0,0,0,0.0033075,0.0033826,
638143198924570055,0,0,0,0,0,0,0,0,0.0033075,0.0033826,
638143198924571186,0,0,0,0,0,0,0,0,0.0033222,0.0033826,
638143198924571992,0,0,0,0,0,0,0,0,0.0033222,0.0033826,
638143198924572347,0,0,0,0,0,0,0,0,0.003332,0.0033826,
638143198924572788,0,0,0,0,0,0,0,0,0.003332,0.0033826,
638143198924573129,0,0,0,0,0,0,0,0,0.003332,0.0033826,
638143198924574749,0,0,0,0,0,0,0,0,0.0033517,0.0033826,
638143198924575207,0,0,0,0,0,0,0,0,0.0033565,0.0033826,
638143198924575553,0,0,0,0,0,0,0,0,0.0033614,0.0033826,
638143198924575916,0,0,0,0,0,0,0,0,0.0033614,0.0033826,
638143198924576202,0,0,0,0,0,0,0,0,0.0033614,0.0033826,
638143198924577527,0,0,0,0,0,0,0,0,0.0033712,0.0033826,
638143198924577887,0,0,0,0,0,0,0,0,0.0033712,0.0033826,
638143198924578261,0,0,0,0,0,0,0,0,0.0033712,0.0033826,
638143198924578904,0,0,0,0,0,0,0,0,0.003376,0.0033826,
638143198924579359,0,0,0,0,0,0,0,0,0.003376,0.0033826,
638143198924579768,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198924580111,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198924580441,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198925978459,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198925979161,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198928363837,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198928378502,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198930799590,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198930811629,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198936405049,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198936423370,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198939241473,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198939248050,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198944264149,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198944268137,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198949313101,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198949325414,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198954740333,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198955993463,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198956019904,0,0,0,0,0,0,0,0,0.0033794,0.0033826,
638143198957378089,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198957378607,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198957388277,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198962506391,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198962519856,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198964979283,0,0,0,0,0,0,0,0,0.0033794,0.0033825,
638143198964991399,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198966055864,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198966085711,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198989914658,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198989916232,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198990471033,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198990557317,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198990818648,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198990872296,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991151622,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991183782,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991410000,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991440490,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991788834,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198991886048,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198992251250,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198992389646,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198992425672,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198993415135,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198993441564,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198997472230,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198998839831,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143198998847134,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
638143199000378818,0,0,0,0,0,0,0,0,0.0033804,0.0033825,
