time,binanceETHBTCbidMax,binanceETHBTCsellMin,nicehashETHBTCbidMax,nicehashETHBTCsellMin,okxETHBTCETH-BTCbidMax,okxETHBTCETH-BTCsellMin,bitstampETHBTCbidMax,bitstampETHBTCsellMin,cryptoETHBTCbidMax,cryptoETHBTCsellMin,
638143199263275682,0,0,0,0,0,0,0,0,0,0.071133,
638143199263276136,0,0,0,0,0,0,0,0,0,0.071087,
638143199263276582,0,0,0,0,0,0,0,0,0,0.071087,
638143199263276934,0,0,0,0,0,0,0,0,0,0.070718,
638143199263277241,0,0,0,0,0,0,0,0,0,0.0706,
638143199263277533,0,0,0,0,0,0,0,0,0,0.0706,
638143199263277839,0,0,0,0,0,0,0,0,0,0.0705,
638143199263278094,0,0,0,0,0,0,0,0,0,0.070485,
638143199263278521,0,0,0,0,0,0,0,0,0,0.070455,
638143199263278842,0,0,0,0,0,0,0,0,0,0.07044,
638143199263279132,0,0,0,0,0,0,0,0,0,0.070432,
638143199263279712,0,0,0,0,0,0,0,0,0,0.070425,
638143199263280121,0,0,0,0,0,0,0,0,0,0.070395,
638143199263280505,0,0,0,0,0,0,0,0,0,0.070395,
