time,binanceDOTUSDTbidMax,binanceDOTUSDTsellMin,nicehashDOTUSDTbidMax,nicehashDOTUSDTsellMin,okxDOTUSDTDOT-USDTbidMax,okxDOTUSDTDOT-USDTsellMin,krakenDOTUSDTbidMax,krakenDOTUSDTsellMin,cryptoDOTUSDTbidMax,cryptoDOTUSDTsellMin,
638143198957481672,0,0,0,0,0,0,0,0,0,6.0239,
638143198957483576,0,0,0,0,0,0,0,0,0,6.0239,
638143198957485210,0,0,0,0,0,0,0,0,0,6.0202,
638143198957485950,0,0,0,0,0,0,0,0,0,6.0202,
638143198957486936,0,0,0,0,0,0,0,0,0,6.0202,
638143198957487901,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957489034,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957489748,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957490475,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957491110,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957491841,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957493193,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957493532,0,0,0,0,0,0,0,0,3.25,6.0188,
638143198957498757,0,0,0,0,0,0,0,0,4,6.0188,
638143198957499155,0,0,0,0,0,0,0,0,4.291,6.0188,
638143198957499724,0,0,0,0,0,0,0,0,4.316,6.0188,
638143198957500219,0,0,0,0,0,0,0,0,4.4916,6.0188,
638143198957500589,0,0,0,0,0,0,0,0,4.75,6.0188,
638143198957500937,0,0,0,0,0,0,0,0,4.836,6.0188,
638143198957501343,0,0,0,0,0,0,0,0,5.1977,6.0188,
638143198957501701,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957502016,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957502371,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957502699,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957503073,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957503433,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957503942,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957504276,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957504606,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957504916,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957505213,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957505545,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957505818,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957506325,0,0,0,0,0,0,0,0,5.25,6.0188,
638143198957507204,0,0,0,0,0,0,0,0,5.5,6.0188,
638143198957507567,0,0,0,0,0,0,0,0,5.5827,6.0188,
638143198957507880,0,0,0,0,0,0,0,0,5.5827,6.0188,
638143198957508266,0,0,0,0,0,0,0,0,5.5827,6.0188,
638143198957510228,0,0,0,0,0,0,0,0,5.8315,6.0188,
638143198957510547,0,0,0,0,0,0,0,0,5.8315,6.0188,
638143198957510894,0,0,0,0,0,0,0,0,5.8315,6.0188,
638143198957511330,0,0,0,0,0,0,0,0,5.8947,6.0188,
638143198957511835,0,0,0,0,0,0,0,0,5.8947,6.0188,
638143198957512172,0,0,0,0,0,0,0,0,5.8947,6.0188,
638143198957512480,0,0,0,0,0,0,0,0,5.8947,6.0188,
638143198957512793,0,0,0,0,0,0,0,0,5.8947,6.0188,
638143198957513150,0,0,0,0,0,0,0,0,5.9387,6.0188,
638143198957513389,0,0,0,0,0,0,0,0,5.9477,6.0188,
638143198957513702,0,0,0,0,0,0,0,0,5.9477,6.0188,
638143198957514042,0,0,0,0,0,0,0,0,5.9477,6.0188,
638143198957514443,0,0,0,0,0,0,0,0,5.9477,6.0188,
638143198957514753,0,0,0,0,0,0,0,0,5.9477,6.0188,
638143198957515231,0,0,0,0,0,0,0,0,5.9688,6.0188,
638143198957515505,0,0,0,0,0,0,0,0,5.9689,6.0188,
638143198957515754,0,0,0,0,0,0,0,0,5.976,6.0188,
638143198957516034,0,0,0,0,0,0,0,0,5.9781,6.0188,
638143198957516372,0,0,0,0,0,0,0,0,5.9781,6.0188,
638143198957516784,0,0,0,0,0,0,0,0,5.9781,6.0188,
638143198957517099,0,0,0,0,0,0,0,0,5.9781,6.0188,
638143198957517444,0,0,0,0,0,0,0,0,5.9781,6.0188,
638143198957517827,0,0,0,0,0,0,0,0,5.9796,6.0188,
638143198957518087,0,0,0,0,0,0,0,0,5.9796,6.0188,
638143198957518369,0,0,0,0,0,0,0,0,5.9796,6.0188,
638143198957520136,0,0,0,0,0,0,0,0,5.9867,6.0188,
638143198957520393,0,0,0,0,0,0,0,0,5.9892,6.0188,
638143198957520704,0,0,0,0,0,0,0,0,5.9892,6.0188,
638143198957520990,0,0,0,0,0,0,0,0,5.9892,6.0188,
638143198957521303,0,0,0,0,0,0,0,0,5.9892,6.0188,
638143198957524425,0,0,0,0,0,0,0,0,5.9972,6.0188,
638143198957524698,0,0,0,0,0,0,0,0,5.9976,6.0188,
638143198957525007,0,0,0,0,0,0,0,0,5.9976,6.0188,
638143198957525330,0,0,0,0,0,0,0,0,5.9976,6.0188,
638143198957526841,0,0,0,0,0,0,0,0,6.0102,6.0188,
638143198957527116,0,0,0,0,0,0,0,0,6.0115,6.0188,
638143198957527506,0,0,0,0,0,0,0,0,6.0115,6.0188,
638143198957527891,0,0,0,0,0,0,0,0,6.0115,6.0188,
638143198957530788,0,0,0,0,0,0,0,0,6.012,6.0188,
638143198957531124,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957532086,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957532403,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957532755,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957533036,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957533346,0,0,0,0,0,0,0,0,6.0152,6.0188,
638143198957533777,0,0,0,0,0,0,0,0,6.0172,6.0188,
638143198957534228,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957534707,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957535139,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957535535,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957535878,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957536223,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957536559,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957536891,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198957537210,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198959392022,0,0,0,0,0,0,0,0,6.0177,6.0188,
638143198959428649,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198960177912,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198960321354,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198964352395,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198964397120,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198967065243,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198967087878,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198989916331,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198990007973,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198990384247,0,0,0,0,0,0,0,0,6.0185,6.0188,
638143198990384805,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198990784756,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198991319858,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198991543843,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198992044283,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198992386214,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198992633427,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198992853886,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198992987956,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198993262560,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198993616514,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198997538272,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143198999126972,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143199000472141,0,0,0,0,0,0,0,0,6.0186,6.0188,
638143199000473394,0,0,0,0,0,0,0,0,6.0186,6.0187,
638143199002376763,0,0,0,0,0,0,0,0,6.0186,6.0183,
638143199002377595,0,0,0,0,0,0,0,0,6.0186,6.0183,
638143199003638856,0,0,0,0,0,0,0,0,6.0186,6.0183,
638143199004988603,0,0,0,0,0,0,0,0,6.0186,6.0183,
638143199006489076,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199006507512,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199009354483,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199010741871,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199011767470,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199013531986,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199032721993,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199034024338,0,0,0,0,0,0,0,0,6.0186,6.0182,
638143199035325067,0,0,0,0,0,0,0,0,6.0189,6.0182,
638143199037137813,0,0,0,0,0,0,0,0,6.0189,6.0182,
638143199037140058,0,0,0,0,0,0,0,0,6.0196,6.0182,
638143199037140431,0,0,0,0,0,0,0,0,6.0197,6.0182,
638143199037140773,0,0,0,0,0,0,0,0,6.0197,6.0182,
638143199037141387,0,0,0,0,0,0,0,0,6.0197,6.0182,
638143199037141748,0,0,0,0,0,0,0,0,6.0197,6.0182,
638143199038682378,0,0,0,0,0,0,0,0,6.0197,6.0182,
638143199040026308,0,0,0,0,0,0,0,0,6.0198,6.0182,
638143199040027069,0,0,0,0,0,0,0,0,6.0198,6.0182,
638143199041493314,0,0,0,0,0,0,0,0,6.02,6.0182,
638143199041493898,0,0,0,0,0,0,0,0,6.02,6.0182,
638143199041494600,0,0,0,0,0,0,0,0,6.02,6.0182,
638143199043153054,0,0,0,0,0,0,0,0,6.02,6.0182,
638143199044200910,0,0,0,0,0,0,0,0,6.0201,6.0182,
638143199044201640,0,0,0,0,0,0,0,0,6.0201,6.0182,
638143199045703466,0,0,0,0,0,0,0,0,6.0201,6.0182,
638143199049987803,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199049988848,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199055204943,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199059129729,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199203232460,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199205121988,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199206037271,0,0,0,0,0,0,0,0,6.0202,6.0182,
638143199209352225,0,0,0,0,0,0,0,0,6.0204,6.0182,
638143199209352895,0,0,0,0,0,0,0,0,6.0204,6.0182,
638143199210800599,0,0,0,0,0,0,0,0,6.0204,6.0182,
638143199210803344,0,0,0,0,0,0,0,0,6.0206,6.0182,
638143199212102871,0,0,0,0,0,0,0,0,6.0206,6.0182,
638143199213396665,0,0,0,0,0,0,0,0,6.0206,6.0182,
638143199215893044,0,0,0,0,0,0,0,0,6.0206,6.0182,
638143199215895643,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199221387354,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199222956010,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199226710418,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199228174123,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199232019021,0,0,0,0,0,0,0,0,6.0207,6.0182,
638143199236443253,0,0,0,0,0,0,0,0,6.0208,6.0182,
638143199236443898,0,0,0,0,0,0,0,0,6.021,6.0182,
638143199236444548,0,0,0,0,0,0,0,0,6.021,6.0182,
638143199236445098,0,0,0,0,0,0,0,0,6.021,6.0182,
638143199237925718,0,0,0,0,0,0,0,0,6.0211,6.0182,
638143199237926253,0,0,0,0,0,0,0,0,6.0211,6.0182,
638143199238893206,0,0,0,0,0,0,0,0,6.0211,6.0182,
638143199240655381,0,0,0,0,0,0,0,0,6.0211,6.0182,
638143199244396131,0,0,0,0,0,0,0,0,6.0211,6.0182,
638143199244398574,0,0,0,0,0,0,0,0,6.0212,6.0182,
638143199245776475,0,0,0,0,0,0,0,0,6.0212,6.0182,
638143199247205095,0,0,0,0,0,0,0,0,6.0212,6.0182,
638143199249016683,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199249018124,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199249018596,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199249018932,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199249019245,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199250685782,0,0,0,0,0,0,0,0,6.0223,6.0182,
638143199252328363,0,0,0,0,0,0,0,0,6.0228,6.0182,
638143199252328979,0,0,0,0,0,0,0,0,6.0228,6.0182,
638143199252331371,0,0,0,0,0,0,0,0,6.0229,6.0182,
638143199253641393,0,0,0,0,0,0,0,0,6.0231,6.0182,
638143199253642023,0,0,0,0,0,0,0,0,6.0231,6.0182,
638143199255356104,0,0,0,0,0,0,0,0,6.0231,6.0182,
638143199256689097,0,0,0,0,0,0,0,0,6.0236,6.0182,
638143199256689859,0,0,0,0,0,0,0,0,6.0236,6.0182,
638143199257957069,0,0,0,0,0,0,0,0,6.0236,6.0182,
638143199259435622,0,0,0,0,0,0,0,0,6.0237,6.0182,
638143199261120655,0,0,0,0,0,0,0,0,6.0237,6.0182,
638143199262309432,0,0,0,0,0,0,0,0,6.0237,6.0182,
638143199263995414,0,0,0,0,0,0,0,0,6.0238,6.0182,
638143199263996120,0,0,0,0,0,0,0,0,6.0238,6.0182,
638143199263997997,0,0,0,0,0,0,0,0,6.0241,6.0182,
638143199263998585,0,0,0,0,0,0,0,0,6.0241,6.0182,
638143199264079011,0,0,0,0,0,0,0,0,6.0246,6.0182,
638143199264081476,0,0,0,0,0,0,0,0,6.0247,6.0182,
638143199265700535,0,0,0,0,0,0,0,0,6.0247,6.0182,
638143199266815593,0,0,0,0,0,0,0,0,6.0248,6.0182,
638143199266816307,0,0,0,0,0,0,0,0,6.0249,6.0182,
638143199268385744,0,0,0,0,0,0,0,0,6.0249,6.0182,
638143199342937809,0,0,0,0,0,0,0,0,6.025,6.0182,
638143199344590635,0,0,0,0,0,0,0,0,6.025,6.0182,
638143199344593201,0,0,0,0,0,0,0,0,6.0251,6.0182,
638143199345835879,0,0,0,0,0,0,0,0,6.0252,6.0182,
638143199345836543,0,0,0,0,0,0,0,0,6.0252,6.0182,
638143199347932256,0,0,0,0,0,0,0,0,6.0253,6.0182,
638143199347932807,0,0,0,0,0,0,0,0,6.0253,6.0182,
638143199349106343,0,0,6.02,0,0,0,0,0,6.0253,6.0182,
638143199349169131,0,0,6.02,6.03,0,0,0,0,6.0253,6.0182,
638143199349314742,0,0,6.02,6.03,0,0,0,0,6.0254,6.0182,
