time,binanceAAVEBTCbidMax,binanceAAVEBTCsellMin,nicehashAAVEBTCbidMax,nicehashAAVEBTCsellMin,okxAAVEBTCAAVE-BTCbidMax,okxAAVEBTCAAVE-BTCsellMin,bitstampAAVEBTCbidMax,bitstampAAVEBTCsellMin,cryptoAAVEBTCbidMax,cryptoAAVEBTCsellMin,
638143201472079692,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201479148025,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201496335254,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201501623264,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201501640076,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201501640467,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201503352739,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201503979308,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201504105598,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201504616220,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201506864520,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201507264668,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201508192375,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201513834561,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201551045754,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201553917726,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201554970648,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201558884042,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201559957163,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201560848197,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201567172508,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201567845637,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201568961679,0.003155,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201571872432,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201572082390,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201588222572,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201589263324,0.003154,0.003156,0.00315107,0.0031593,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201594215814,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201596884585,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201597971549,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201609852597,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201646914833,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201650936639,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201655854497,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201655875588,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201656306161,0.003155,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201657122657,0.003155,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201658005714,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201658038451,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201660215514,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201662867269,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201669027183,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201670014901,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201670015685,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201670217406,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201673240179,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201683048539,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201688122364,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201688903881,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201691014774,0.003154,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201691874765,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201694196924,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201694862763,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201696403008,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201698474729,0.003155,0.003156,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201699101043,0.003155,0.003157,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201699101634,0.003155,0.003157,0.00315107,0.0031593,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201699614599,0.003155,0.003157,0.00315107,0.00316329,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201699615825,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201700942943,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201705933267,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201705933936,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201708902357,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201710099068,0.003156,0.003157,0.00315107,0.00316224,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201710099662,0.003156,0.003157,0.00315107,0.00316224,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201711923003,0.003155,0.003157,0.00315107,0.00316224,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201713967881,0.003156,0.003157,0.00315107,0.00316224,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201717070688,0.003156,0.003157,0.00315107,0.00316224,0.003152,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201718056726,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201718057563,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201718058191,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201718213858,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201719212717,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201721080474,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201721934595,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201728920423,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201729901879,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201730148243,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201730151960,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201732072985,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201734957292,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201735237979,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201736093742,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201740261056,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201741226402,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201741230638,0.003155,0.003157,0.00315107,0.00316224,0.00315,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201741958199,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201742158586,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201742159970,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201746131827,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201746132486,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201746143913,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201747098012,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201750006826,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201751215300,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201754911917,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201756055911,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201759944320,0.003155,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201762901908,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201774395728,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201775141737,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201775456453,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201782745620,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201796018481,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201798409557,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201799867883,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201802181843,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201804459402,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814490070,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814490872,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814491356,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814533999,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814536178,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201814696079,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201816086724,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003158,0.00315746,0.00316202,0.0031535,0.0031548,
638143201816088281,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201816119319,0.003156,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201817473100,0.003156,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201817502073,0.003156,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201825498705,0.003156,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201825589526,0.003156,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201825757316,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201826651948,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201830414523,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201830713307,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201833221727,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201833255737,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201834613564,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201837120724,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201839322937,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201844285506,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201850124333,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201853059561,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201857085405,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201858123516,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201858141634,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201860118091,0.003157,0.003158,0.00315107,0.00316224,0.003152,0.003157,0.00315746,0.00316202,0.0031535,0.0031548,
638143201861250625,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201861251204,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201861251624,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201865957427,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201873248921,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201874116821,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201877179051,0.003157,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201883135883,0.003156,0.003158,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201884221151,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201923120168,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201924137944,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201936249546,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201938218803,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201938223035,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003156,0.00315746,0.00316202,0.0031535,0.0031548,
638143201941310496,0.003156,0.003157,0.00315107,0.00316224,0.003151,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201943195173,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201943195746,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201943196162,0.003156,0.003157,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201943663894,0.003155,0.003158,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201943664627,0.003155,0.003158,0.00315107,0.00316224,0.00315,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201944225441,0.003155,0.003158,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201944228723,0.003155,0.003158,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201944503404,0.003155,0.003158,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201944506258,0.003155,0.003158,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201945470360,0.003155,0.003157,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201945470854,0.003155,0.003157,0.00315107,0.00316224,0.003149,0.003155,0.00315746,0.00316202,0.0031535,0.0031548,
638143201945473052,0.003155,0.003157,0.00315107,0.00316224,0.003149,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201945473376,0.003155,0.003157,0.00315107,0.00316224,0.003149,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201946543289,0.003155,0.003157,0.00315107,0.00316224,0.003149,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201947301873,0.003155,0.003157,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201948319793,0.003155,0.003157,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201948328411,0.003155,0.003157,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201949502712,0.003155,0.003157,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201949523045,0.003155,0.003157,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201950147407,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201950172826,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201951246375,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201951339466,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201952360545,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201952362544,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201953146489,0.003155,0.003156,0.00315107,0.00316224,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143201954065920,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201954066978,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201954089200,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201961270225,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201969054405,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201974637436,0.003155,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201975277082,0.003154,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201977459269,0.003154,0.003156,0.00315107,0.00316224,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201980161901,0.003154,0.003156,0.00315107,0.00316224,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201984203168,0.003154,0.003156,0.00315107,0.00316224,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201985052276,0.003154,0.003156,0.00315107,0.00316224,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201989171683,0.003154,0.003156,0.00315107,0.00316224,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201993185149,0.003154,0.003155,0.00315107,0.00316224,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201994994702,0.003154,0.003155,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201994995274,0.003154,0.003155,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201995570363,0.003154,0.003155,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143201995570920,0.003154,0.003155,0.00315107,0.0031593,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143202002452851,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003154,0.00315746,0.00316202,0.0031535,0.0031548,
638143202003349469,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202009660824,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202013971767,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202023074826,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202023926572,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202025186568,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202025187053,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202035259184,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202036217626,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202039424822,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202039427620,0.003154,0.003156,0.00315107,0.0031593,0.003147,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202043276902,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202044460310,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202046536981,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202049380712,0.003154,0.003156,0.00315107,0.0031593,0.003148,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202050222470,0.003154,0.003156,0.00315107,0.0031593,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202060125439,0.003154,0.003156,0.00315107,0.0031593,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202063355789,0.003154,0.003156,0.00315107,0.0031593,0.003149,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202065621091,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
638143202065621626,0.003154,0.003156,0.00315107,0.0031593,0.00315,0.003153,0.00315746,0.00316202,0.0031535,0.0031548,
