time,binanceXLMBTCbidMax,binanceXLMBTCsellMin,nicehashXLMBTCbidMax,nicehashXLMBTCsellMin,okxXLMBTCXLM-BTCbidMax,okxXLMBTCXLM-BTCsellMin,bitstampXLMBTCbidMax,bitstampXLMBTCsellMin,cryptoXLMBTCbidMax,cryptoXLMBTCsellMin,
638143199137338886,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199137346049,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199138741100,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199138759974,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199140734748,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199140748264,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199142149851,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199142165931,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199144440711,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199144493999,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199146024565,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199148159931,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199149833431,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199151838892,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
638143199153253088,0,0,0,0,0,0,0,0,3.5004E-06,3.5113E-06,
